,Word,NumberOfMeanings,POS,Term1,Term2,Term3,Term4,Term5,Term6,Unnamed: 9
14132,rub,5,(verb),scratch,itch,irritate (generic term),,,,
14133,rule,19,(noun),regulation,concept (generic term),conception (generic term),construct (generic term),,,
14134,rule,19,(noun),convention,normal,pattern,formula,practice (generic term),,
14135,rule,19,(noun),prescript,direction (generic term),instruction (generic term),,,,
14136,rule,19,(noun),linguistic rule,concept (generic term),conception (generic term),construct (generic term),,,
14137,rule,19,(noun),principle,generalization (generic term),generalisation (generic term),generality (generic term),,,
14138,rule,19,(noun),principle,law (generic term),law of nature (generic term),,,,
14139,rule,19,(noun),duration (generic term),continuance (generic term),,,,,
14140,rule,19,(noun),dominion,dominance (generic term),ascendance (generic term),ascendence (generic term),ascendancy (generic term),ascendency (generic term),
14141,rule,19,(noun),direction (generic term),instruction (generic term),,,,,
14142,rule,19,(noun),direction (generic term),instruction (generic term),,,,,
14143,rule,19,(noun),formula,procedure (generic term),process (generic term),,,,
14144,rule,19,(noun),ruler,measuring stick (generic term),measure (generic term),measuring rod (generic term),,,
14145,rule,19,(verb),govern,control (generic term),command (generic term),,,,
14146,rule,19,(verb),decree,decide (generic term),make up one's mind (generic term),determine (generic term),rule out (related term),,
14147,rule,19,(verb),predominate,dominate,reign,prevail,,,
14148,rule,19,(verb),find,pronounce (generic term),label (generic term),judge (generic term),,,
14149,rule,19,(verb),attach to (generic term),accompany (generic term),come with (generic term),go with (generic term),,,
14150,rule,19,(verb),draw (generic term),,,,,,
14151,rule,19,(verb),harness,rein,restrict (generic term),restrain (generic term),trammel (generic term),limit (generic term),
14152,run,57,(noun),tally,score (generic term),,,,,
14153,run,57,(noun),test,trial,attempt (generic term),effort (generic term),endeavor (generic term),endeavour (generic term),
14154,run,57,(noun),footrace,foot race,race (generic term),,,,
14155,run,57,(noun),streak,succession (generic term),,,,,
14156,run,57,(noun),running,running play,running game,football play (generic term),,,
14157,run,57,(noun),trip (generic term),,,,,,
14158,run,57,(noun),running,locomotion (generic term),travel (generic term),,,,
14159,run,57,(noun),time period (generic term),period of time (generic term),period (generic term),,,,
14160,run,57,(noun),liberty (generic term),,,,,,
14161,run,57,(noun),indefinite quantity (generic term),,,,,,
14162,run,57,(noun),rivulet,rill,runnel,streamlet,stream (generic term),watercourse (generic term),
14163,run,57,(noun),political campaign,campaign,race (generic term),,,,
14164,run,57,(noun),ladder,ravel,damage (generic term),harm (generic term),impairment (generic term),,
14165,run,57,(noun),discharge,outpouring,flow (generic term),flowing (generic term),,,
14166,run,57,(noun),sequence (generic term),chronological sequence (generic term),succession (generic term),successiveness (generic term),chronological succession (generic term),,
14167,run,57,(noun),trip (generic term),,,,,,
14168,run,57,(verb),travel rapidly (generic term),speed (generic term),hurry (generic term),zip (generic term),run around (related term),run away (related term),
14169,run,57,(verb),scat,scarper,turn tail,lam,run away,hightail it,
14170,run,57,(verb),go,pass,lead,extend,be (generic term),extend to (related term),
14171,run,57,(verb),operate,direct (generic term),,,,,
14172,run,57,(verb),go,be (generic term),,,,,
14173,run,57,(verb),flow,feed,course,move (generic term),flow from (related term),run over (related term),
14174,run,57,(verb),function,work,operate,go,malfunction (antonym),,
14175,run,57,(verb),range,be (generic term),,,,,
14176,run,57,(verb),campaign,race (generic term),run (generic term),,,,
14177,run,57,(verb),play,,,,,,
14178,run,57,(verb),travel (generic term),go (generic term),move (generic term),locomote (generic term),,,
14179,run,57,(verb),tend,be given,lean,incline,be (generic term),,
14180,run,57,(verb),execute,enforce (generic term),implement (generic term),apply (generic term),,,
14181,run,57,(verb),function (generic term),work (generic term),operate (generic term),go (generic term),run (generic term),idle (antonym),
14182,run,57,(verb),become (generic term),go (generic term),get (generic term),,,,
14183,run,57,(verb),process (generic term),treat (generic term),,,,,
14184,run,57,(verb),incur (generic term),,,,,,
14185,run,57,(verb),prevail,persist,die hard,endure,continue (generic term),,
14186,run,57,(verb),occur (generic term),,,,,,
14187,run,57,(verb),carry,circulate (generic term),circularize (generic term),circularise (generic term),distribute (generic term),disseminate (generic term),
14188,run,57,(verb),carry through (generic term),accomplish (generic term),execute (generic term),carry out (generic term),action (generic term),fulfill (generic term),
14189,run,57,(verb),guide,draw,pass,pass over (related term),pass around (related term),,
14190,run,57,(verb),lead,pass (generic term),make pass (generic term),,,,
14191,run,57,(verb),succeed (generic term),win (generic term),come through (generic term),bring home the bacon (generic term),deliver the goods (generic term),,
14192,run,57,(verb),black market,trade (generic term),merchandise (generic term),,,,
14193,run,57,(verb),move (generic term),displace (generic term),,,,,
14194,run,57,(verb),bleed,diffuse (generic term),spread (generic term),spread out (generic term),fan out (generic term),,
14195,run,57,(verb),sail (generic term),,,,,,
14196,run,57,(verb),pass (generic term),go through (generic term),go across (generic term),,,,
14197,run,57,(verb),run for,last (generic term),endure (generic term),,,,
14198,run,57,(verb),free (generic term),liberate (generic term),release (generic term),unloose (generic term),unloosen (generic term),loose (generic term),
14199,run,57,(verb),consort,accompany (generic term),,,,,
14200,run,57,(verb),run (generic term),,,,,,
14201,run,57,(verb),travel (generic term),go (generic term),move (generic term),locomote (generic term),,,
14202,run,57,(verb),ply,travel (generic term),trip (generic term),jaunt (generic term),,,
14203,run,57,(verb),hunt,hunt down,track down,capture (generic term),catch (generic term),,
14204,run,57,(verb),race,compete (generic term),vie (generic term),contend (generic term),run off (related term),,
14205,run,57,(verb),move,go,change (generic term),,,,
14206,run,57,(verb),melt,melt down,dissolve (generic term),resolve (generic term),break up (generic term),,
14207,run,57,(verb),ladder,break (generic term),separate (generic term),split up (generic term),fall apart (generic term),come apart (generic term),
14208,run,57,(verb),unravel,disintegrate (generic term),,,,,
14209,running,12,(adj),moving (similar term),,,,,,
14210,running,12,(adj),gushing (similar term),pouring (similar term),jetting (similar term),spouting (similar term),spurting (similar term),squirting (similar term),
14211,running,12,(adj),continual (similar term),,,,,,
14212,running,12,(adj),passing (antonym),,,,,,
14213,running,12,(adj),flying (similar term),standing (antonym),,,,,
14214,running,12,(adj),linear,lengthwise (similar term),lengthways (similar term),,,,
14215,running,12,(adj),operative,functional,working,functioning (similar term),,,
14216,running,12,(noun),run,running play,running game,football play (generic term),,,
14217,running,12,(noun),run,locomotion (generic term),travel (generic term),,,,
14218,running,12,(noun),operation (generic term),,,,,,
14219,running,12,(noun),administration (generic term),disposal (generic term),,,,,
14220,running,12,(noun),track,track and field (generic term),,,,,
14221,rural,2,(adj),agrarian (similar term),agricultural (similar term),farming (similar term),agrestic (similar term),rustic (similar term),arcadian (similar term),
14222,rural,2,(adj),geographical area,geographic area,geographical region,geographic region (related term),,,
14223,rush,16,(adj),first-come-first-serve,unreserved (similar term),,,,,
14224,rush,16,(adj),rushed,hurried (similar term),,,,,
14225,rush,16,(noun),haste,hurry,rushing,motion (generic term),movement (generic term),move (generic term),
14226,rush,16,(noun),spate,surge,upsurge,flow (generic term),flowing (generic term),,
14227,rush,16,(noun),marsh plant (generic term),bog plant (generic term),swamp plant (generic term),,,,
14228,rush,16,(noun),Rush,Benjamin Rush,doctor (generic term),doc (generic term),physician (generic term),MD (generic term),
14229,rush,16,(noun),bang,boot,charge,flush,thrill,kick,
14230,rush,16,(noun),outburst (generic term),burst (generic term),flare-up (generic term),,,,
14231,rush,16,(noun),rushing,run (generic term),running (generic term),running play (generic term),running game (generic term),,
14232,rush,16,(verb),hotfoot,hasten,hie,speed,race,pelt along,
14233,rush,16,(verb),assail (generic term),assault (generic term),set on (generic term),attack (generic term),,,
14234,rush,16,(verb),hurry,urge (generic term),urge on (generic term),press (generic term),exhort (generic term),delay (antonym),
14235,rush,16,(verb),hasten,hurry,look sharp,festinate,act (generic term),move (generic term),
14236,rush,16,(verb),run (generic term),,,,,,
14237,rush,16,(verb),race,move (generic term),displace (generic term),,,,
14238,rush,16,(verb),induce,stimulate,hasten,effect (generic term),effectuate (generic term),set up (generic term),
14239,sacred,5,(adj),divine (similar term),ineffable (similar term),unnameable (similar term),unspeakable (similar term),unutterable (similar term),inspirational (similar term),
14240,sacred,5,(adj),worthy (similar term),,,,,,
14241,sacred,5,(adj),consecrated,sanctified,holy (similar term),,,,
14242,sacred,5,(adj),hallowed,holy (similar term),,,,,
14243,sacred,5,(adj),dedicated (similar term),,,,,,
14244,sad,3,(adj),bittersweet (similar term),depressing (similar term),depressive (similar term),gloomy (similar term),saddening (similar term),doleful (similar term),
14245,sad,3,(adj),sorrowful (similar term),,,,,,
14246,sad,3,(adj),deplorable,distressing,lamentable,pitiful,sorry,bad (similar term),
14247,safe,8,(adj),fail-safe (similar term),harmless (similar term),innocuous (similar term),off the hook (similar term),risk-free (similar term),riskless (similar term),
14248,safe,8,(adj),unadventurous (similar term),,,,,,
14249,safe,8,(adj),out (antonym),,,,,,
14250,safe,8,(adj),dependable,good,secure,sound (similar term),,,
14251,safe,8,(adj),secure (similar term),,,,,,
14252,safe,8,(noun),strongbox (generic term),deedbox (generic term),,,,,
14253,safe,8,(noun),cupboard (generic term),closet (generic term),,,,,
14254,safe,8,(noun),condom,rubber,safety,prophylactic,contraceptive (generic term),preventive (generic term),
14255,safety,6,(noun),condition (generic term),status (generic term),danger (antonym),,,,
14256,safety,6,(noun),refuge,area (generic term),country (generic term),,,,
14257,safety,6,(noun),guard,safety device,device (generic term),,,,
14258,safety,6,(noun),base hit,hit (generic term),,,,,
14259,safety,6,(noun),condom,rubber,safe,prophylactic,contraceptive (generic term),preventive (generic term),
14260,safety,6,(noun),score (generic term),,,,,,
14261,sake,3,(noun),interest,benefit (generic term),welfare (generic term),,,,
14262,sake,3,(noun),saki,rice beer,alcohol (generic term),alcoholic beverage (generic term),intoxicant (generic term),inebriant (generic term),
14263,sake,3,(noun),purpose (generic term),intent (generic term),intention (generic term),aim (generic term),design (generic term),,
14264,salad,1,(noun),dish (generic term),,,,,,
14265,salary,1,(noun),wage,pay,earnings,remuneration,regular payment (generic term),,
14266,sale,5,(noun),selling (generic term),merchandising (generic term),marketing (generic term),,,,
14267,sale,5,(noun),selling (generic term),merchandising (generic term),marketing (generic term),,,,
14268,sale,5,(noun),merchantability (generic term),,,,,,
14269,sale,5,(noun),cut-rate sale,sales event,occasion (generic term),,,,
14270,sale,5,(noun),sales agreement,agreement (generic term),understanding (generic term),,,,
14271,sales,1,(noun),gross sales,gross revenue,income (generic term),,,,
14272,salt,10,(adj),sharp (similar term),,,,,,
14273,salt,10,(adj),salty,tasty (similar term),,,,,
14274,salt,10,(noun),compound (generic term),chemical compound (generic term),,,,,
14275,salt,10,(noun),table salt,common salt,flavorer (generic term),flavourer (generic term),flavoring (generic term),flavouring (generic term),
14276,salt,10,(noun),Strategic Arms Limitation Talks,SALT,diplomacy (generic term),diplomatic negotiations (generic term),,,
14277,salt,10,(noun),saltiness,salinity,taste (generic term),taste sensation (generic term),gustatory sensation (generic term),taste perception (generic term),
14278,salt,10,(verb),season (generic term),flavor (generic term),flavour (generic term),,,,
14279,salt,10,(verb),sprinkle (generic term),splash (generic term),splosh (generic term),,,,
14280,salt,10,(verb),spice (generic term),spice up (generic term),,,,,
14281,salt,10,(verb),preserve (generic term),keep (generic term),,,,,
14282,same,6,(adj),aforesaid (similar term),aforementioned (similar term),said (similar term),identical (similar term),selfsame (similar term),very (similar term),
14283,same,6,(adj),assonant (similar term),comparable (similar term),corresponding (similar term),like (similar term),cookie-cutter (similar term),duplicate (similar term),
14284,same,6,(adj),like,equal,equivalent,unlike (antonym),,,
14285,same,6,(adj),unchanged (similar term),,,,,,
14286,same,6,(noun),Lapp,Lapplander,Sami,Saami,Same,Saame,
14287,same,6,(noun),Lapp,Sami,Saami,Same,Saame,Lappic (generic term),
14288,sample,4,(noun),example (generic term),illustration (generic term),instance (generic term),representative (generic term),,,
14289,sample,4,(noun),sample distribution,sampling,distribution (generic term),statistical distribution (generic term),,,
14290,sample,4,(noun),natural object (generic term),,,,,,
14291,sample,4,(verb),try,try out,taste,consume (generic term),ingest (generic term),take in (generic term),
14292,sanction,7,(noun),countenance,endorsement,indorsement,warrant,imprimatur,approval (generic term),
14293,sanction,7,(noun),social control (generic term),,,,,,
14294,sanction,7,(noun),authority,authorization,authorisation,permission (generic term),,,
14295,sanction,7,(noun),authorization (generic term),authorisation (generic term),empowerment (generic term),,,,
14296,sanction,7,(verb),approve,O.K.,okay,authorize (generic term),authorise (generic term),pass (generic term),
14297,sanction,7,(verb),empower (generic term),authorise (generic term),authorize (generic term),,,,
14298,sanction,7,(verb),approve (generic term),O.K. (generic term),okay (generic term),sanction (generic term),,,
14299,sand,4,(noun),soil (generic term),dirt (generic term),,,,,
14300,sand,4,(noun),Sand,George Sand,Amandine Aurore Lucie Dupin,Baroness Dudevant,writer (generic term),author (generic term),
14301,sand,4,(noun),backbone,grit,guts,moxie,gumption,fortitude (generic term),
14302,sand,4,(verb),sandpaper,smooth (generic term),smoothen (generic term),,,,
14303,satellite,5,(adj),outer (similar term),,,,,,
14304,satellite,5,(noun),artificial satellite,orbiter,equipment (generic term),,,,
14305,satellite,5,(noun),planet,follower (generic term),,,,,
14306,satellite,5,(noun),celestial body (generic term),heavenly body (generic term),,,,,
14307,satellite,5,(verb),air (generic term),send (generic term),broadcast (generic term),beam (generic term),transmit (generic term),,
14308,satisfaction,4,(noun),contentment (generic term),dissatisfaction (antonym),,,,,
14309,satisfaction,4,(noun),gratification,emotional state (generic term),spirit (generic term),,,,
14310,satisfaction,4,(noun),atonement,expiation,damages (generic term),amends (generic term),indemnity (generic term),indemnification (generic term),
14311,satisfaction,4,(noun),change (generic term),,,,,,
14312,satisfy,3,(verb),fulfill,fulfil,live up to,meet (generic term),fit (generic term),conform to (generic term),
14313,satisfy,3,(verb),gratify,dissatisfy (antonym),,,,,
14314,satisfy,3,(verb),meet,fill,fulfill,fulfil,provide (generic term),supply (generic term),
14315,sauce,4,(noun),condiment (generic term),,,,,,
14316,sauce,4,(verb),act (generic term),behave (generic term),do (generic term),,,,
14317,sauce,4,(verb),season (generic term),flavor (generic term),flavour (generic term),,,,
14318,sauce,4,(verb),change (generic term),alter (generic term),modify (generic term),,,,
14319,save,10,(noun),prevention (generic term),bar (generic term),,,,,
14320,save,10,(verb),salvage,salve,relieve,rescue (generic term),deliver (generic term),,
14321,save,10,(verb),preserve,keep (generic term),hold on (generic term),,,,
14322,save,10,(verb),carry through,pull through,bring through,,,,
14323,save,10,(verb),lay aside,save up,,,,,
14324,save,10,(verb),make unnecessary,prevent (generic term),forestall (generic term),foreclose (generic term),preclude (generic term),forbid (generic term),
14325,save,10,(verb),deliver,redeem,,,,,
14326,save,10,(verb),spare,refrain (generic term),forbear (generic term),,,,
14327,save,10,(verb),economize,economise,spend (generic term),expend (generic term),drop (generic term),,
14328,save,10,(verb),keep open,hold open,keep,reserve (generic term),hold (generic term),book (generic term),
14329,saving,5,(adj),redemptive,redeeming,good (similar term),,,,
14330,saving,5,(adj),thrifty (similar term),,,,,,
14331,saving,5,(noun),economy,action (generic term),,,,,
14332,saving,5,(noun),rescue,deliverance,delivery,recovery (generic term),retrieval (generic term),,
14333,saving,5,(noun),preservation,protection (generic term),,,,,
14334,say,11,(noun),opportunity (generic term),chance (generic term),,,,,
14335,say,11,(verb),state,tell,express (generic term),verbalize (generic term),verbalise (generic term),utter (generic term),
14336,say,11,(verb),allege,aver,assert (generic term),asseverate (generic term),maintain (generic term),,
14337,say,11,(verb),suppose,speculate (generic term),,,,,
14338,say,11,(verb),read,have (generic term),feature (generic term),,,,
14339,say,11,(verb),express (generic term),verbalize (generic term),verbalise (generic term),utter (generic term),give tongue to (generic term),,
14340,say,11,(verb),order,tell,enjoin,request (generic term),,,
14341,say,11,(verb),pronounce,articulate,enounce,sound out,enunciate,,
14342,say,11,(verb),recite (generic term),,,,,,
14343,say,11,(verb),convey (generic term),impart (generic term),,,,,
14344,say,11,(verb),read (generic term),register (generic term),show (generic term),record (generic term),,,
14345,scale,18,(noun),scale of measurement,graduated table,ordered series,standard (generic term),criterion (generic term),measure (generic term),
14346,scale,18,(noun),magnitude relation (generic term),quantitative relation (generic term),,,,,
14347,scale,18,(noun),proportion (generic term),,,,,,
14348,scale,18,(noun),indicator (generic term),,,,,,
14349,scale,18,(noun),scale leaf,leaf (generic term),leafage (generic term),foliage (generic term),,,
14350,scale,18,(noun),scurf,exfoliation,bit (generic term),chip (generic term),flake (generic term),fleck (generic term),
14351,scale,18,(noun),musical scale,musical notation (generic term),,,,,
14352,scale,18,(noun),weighing machine,measuring instrument (generic term),measuring system (generic term),measuring device (generic term),,,
14353,scale,18,(noun),plate,shell,shield (generic term),,,,
14354,scale,18,(noun),covering (generic term),natural covering (generic term),cover (generic term),,,,
14355,scale,18,(verb),measure (generic term),,,,,,
14356,scale,18,(verb),model (generic term),pattern (generic term),,,,,
14357,scale,18,(verb),take (generic term),,,,,,
14358,scale,18,(verb),surmount,reach (generic term),make (generic term),attain (generic term),hit (generic term),arrive at (generic term),
14359,scale,18,(verb),climb (generic term),climb up (generic term),mount (generic term),go up (generic term),,,
14360,scale,18,(verb),descale,remove (generic term),take (generic term),take away (generic term),withdraw (generic term),,
14361,scale,18,(verb),quantify (generic term),measure (generic term),,,,,
14362,scale,18,(verb),size (generic term),,,,,,
14363,scandal,2,(noun),dirt,malicious gossip,gossip (generic term),comment (generic term),scuttlebutt (generic term),,
14364,scandal,2,(noun),outrage,trouble (generic term),,,,,
14365,scared,1,(adj),frightened,afraid (similar term),,,,,
14366,scenario,3,(noun),script (generic term),book (generic term),playscript (generic term),,,,
14367,scenario,3,(noun),setting (generic term),scene (generic term),,,,,
14368,scenario,3,(noun),premise (generic term),premiss (generic term),assumption (generic term),,,,
14369,scene,10,(noun),area (generic term),country (generic term),,,,,
14370,scene,10,(noun),incident (generic term),,,,,,
14371,scene,10,(noun),view,aspect,prospect,vista,panorama,visual percept (generic term),
14372,scene,10,(noun),shot,photograph (generic term),photo (generic term),exposure (generic term),pic (generic term),,
14373,scene,10,(noun),picture,situation (generic term),state of affairs (generic term),,,,
14374,scene,10,(noun),dramatic composition (generic term),dramatic work (generic term),,,,,
14375,scene,10,(noun),fit,tantrum,conniption,bad temper (generic term),ill temper (generic term),,
14376,scene,10,(noun),view,graphic art (generic term),,,,,
14377,scene,10,(noun),setting,environment (generic term),environs (generic term),surroundings (generic term),surround (generic term),,
14378,scene,10,(noun),scenery,stage set (generic term),set (generic term),,,,
14379,schedule,4,(noun),agenda,docket,plan (generic term),program (generic term),programme (generic term),,
14380,schedule,4,(noun),list (generic term),listing (generic term),,,,,
14381,schedule,4,(verb),plan (generic term),,,,,,
14382,schedule,4,(verb),plan (generic term),,,,,,
14383,scheme,7,(noun),strategy,plan of action (generic term),,,,,
14384,scheme,7,(noun),dodge,dodging,falsehood (generic term),falsity (generic term),untruth (generic term),,
14385,scheme,7,(noun),system,group (generic term),grouping (generic term),,,,
14386,scheme,7,(noun),schema,representation (generic term),mental representation (generic term),internal representation (generic term),,,
14387,scheme,7,(noun),outline,schema,plan (generic term),program (generic term),programme (generic term),,
14388,scheme,7,(verb),intrigue,connive,plot (generic term),,,,
14389,scheme,7,(verb),plan (generic term),,,,,,
14390,scholar,3,(noun),scholarly person,bookman,student,intellectual (generic term),intellect (generic term),,
14391,scholar,3,(noun),learner,assimilator,person (generic term),individual (generic term),someone (generic term),somebody (generic term),
14392,scholar,3,(noun),student (generic term),pupil (generic term),educatee (generic term),,,,
14393,scholarship,2,(noun),aid (generic term),economic aid (generic term),prize (generic term),award (generic term),,,
14394,scholarship,2,(noun),eruditeness,erudition,learnedness,learning,encyclopedism,encyclopaedism,
14395,school,10,(noun),educational institution (generic term),,,,,,
14396,school,10,(noun),schoolhouse,building (generic term),edifice (generic term),,,,
14397,school,10,(noun),schooling,education (generic term),,,,,
14398,school,10,(noun),educational institution (generic term),,,,,,
14399,school,10,(noun),schooltime,school day,time period (generic term),period of time (generic term),period (generic term),,
14400,school,10,(noun),body (generic term),,,,,,
14401,school,10,(noun),shoal,animal group (generic term),,,,,
14402,school,10,(verb),educate (generic term),,,,,,
14403,school,10,(verb),educate,train,cultivate,civilize,civilise,polish (generic term),
14404,school,10,(verb),swim (generic term),,,,,,
14405,science,2,(noun),scientific discipline,discipline (generic term),subject (generic term),subject area (generic term),subject field (generic term),field (generic term),
14406,science,2,(noun),skill,ability (generic term),power (generic term),,,,
14407,scientific,2,(adj),knowledge domain,knowledge base (related term),,,,,
14408,scientific,2,(adj),technological (similar term),unscientific (antonym),,,,,
14409,scientist,1,(noun),man of science,person (generic term),individual (generic term),someone (generic term),somebody (generic term),mortal (generic term),
14410,scope,4,(noun),range,reach,orbit,compass,ambit,extent (generic term),
14411,scope,4,(noun),setting,background,environment (generic term),,,,
14412,scope,4,(noun),telescope,magnifier (generic term),,,,,
14413,scope,4,(noun),oscilloscope,cathode-ray oscilloscope,CRO,electronic equipment (generic term),,,
14414,score,18,(noun),mark,grade,evaluation (generic term),valuation (generic term),rating (generic term),,
14415,score,18,(noun),musical score,sheet music (generic term),,,,,
14416,score,18,(noun),number (generic term),,,,,,
14417,score,18,(noun),set (generic term),,,,,,
14418,score,18,(noun),account,reason (generic term),ground (generic term),,,,
14419,score,18,(noun),fact (generic term),,,,,,
14420,score,18,(noun),debt (generic term),,,,,,
14421,score,18,(noun),scotch,incision (generic term),scratch (generic term),prick (generic term),slit (generic term),dent (generic term),
14422,score,18,(noun),grudge,grievance,resentment (generic term),bitterness (generic term),gall (generic term),rancor (generic term),
14423,score,18,(noun),success (generic term),,,,,,
14424,score,18,(noun),sexual conquest,seduction (generic term),conquest (generic term),,,,
14425,score,18,(verb),hit,tally,rack up,gain (generic term),advance (generic term),win (generic term),
14426,score,18,(verb),nock,mark,notch (generic term),,,,
14427,score,18,(verb),mark,record (generic term),enter (generic term),put down (generic term),,,
14428,score,18,(verb),compose (generic term),write (generic term),,,,,
14429,score,18,(verb),seduce,make,persuade (generic term),,,,
14430,score,18,(verb),achieve (generic term),accomplish (generic term),attain (generic term),reach (generic term),,,
14431,score,18,(verb),grade,mark,measure (generic term),evaluate (generic term),valuate (generic term),assess (generic term),
14432,scream,6,(noun),screaming,shriek,shrieking,screech,screeching,cry (generic term),
14433,scream,6,(noun),screech,screeching,shriek,shrieking,screaming,noise (generic term),
14434,scream,6,(noun),belly laugh,sidesplitter,howler,thigh-slapper,wow,riot,
14435,scream,6,(verb),shout,shout out,cry,call,yell,holler,
14436,scream,6,(verb),yell,shout (generic term),,,,,
14437,scream,6,(verb),make noise (generic term),resound (generic term),noise (generic term),,,,
14438,screen,15,(noun),silver screen,projection screen,surface (generic term),,,,
14439,screen,15,(noun),blind,protective covering (generic term),protective cover (generic term),protection (generic term),,,
14440,screen,15,(noun),CRT screen,display (generic term),video display (generic term),,,,
14441,screen,15,(noun),cover,covert,concealment,covering (generic term),,,
14442,screen,15,(noun),protective covering (generic term),protective cover (generic term),protection (generic term),,,,
14443,screen,15,(noun),sieve,strainer (generic term),,,,,
14444,screen,15,(noun),screen door,door (generic term),,,,,
14445,screen,15,(noun),partition (generic term),divider (generic term),,,,,
14446,screen,15,(verb),test,check (generic term),,,,,
14447,screen,15,(verb),analyze (generic term),analyse (generic term),study (generic term),examine (generic term),canvass (generic term),canvas (generic term),
14448,screen,15,(verb),screen out,sieve,sort,choose (generic term),take (generic term),select (generic term),
14449,screen,15,(verb),show (generic term),,,,,,
14450,screen,15,(verb),block out,obstruct (generic term),obturate (generic term),impede (generic term),occlude (generic term),jam (generic term),
14451,screen,15,(verb),riddle,sift (generic term),sieve (generic term),strain (generic term),,,
14452,screen,15,(verb),shield,protect (generic term),,,,,
14453,script,4,(noun),book,playscript,dramatic composition (generic term),dramatic work (generic term),,,
14454,script,4,(noun),handwriting,hand,writing (generic term),,,,
14455,script,4,(noun),orthography (generic term),writing system (generic term),,,,,
14456,script,4,(verb),write (generic term),compose (generic term),pen (generic term),indite (generic term),,,
14457,sea,4,(adj),deep-sea (similar term),oceangoing (similar term),seafaring (similar term),seagoing (similar term),oceanic (similar term),offshore (similar term),
14458,sea,4,(noun),body of water (generic term),water (generic term),,,,,
14459,sea,4,(noun),ocean,large indefinite quantity (generic term),large indefinite amount (generic term),,,,
14460,sea,4,(noun),turbulent flow (generic term),,,,,,
14461,search,9,(noun),hunt,hunting,activity (generic term),,,,
14462,search,9,(noun),investigation (generic term),investigating (generic term),,,,,
14463,search,9,(noun),lookup,operation (generic term),,,,,
14464,search,9,(noun),higher cognitive process (generic term),,,,,,
14465,search,9,(noun),examination (generic term),scrutiny (generic term),,,,,
14466,search,9,(verb),seek,look for,,,,,
14467,search,9,(verb),look,examine (generic term),see (generic term),,,,
14468,search,9,(verb),research,explore,investigate (generic term),look into (generic term),,,
14469,search,9,(verb),examine (generic term),see (generic term),,,,,
14470,season,6,(noun),time period (generic term),period of time (generic term),period (generic term),,,,
14471,season,6,(noun),time of year,time period (generic term),period of time (generic term),period (generic term),,,
14472,season,6,(noun),time period (generic term),period of time (generic term),period (generic term),,,,
14473,season,6,(verb),flavor,flavour,,,,,
14474,season,6,(verb),harden,toughen (generic term),,,,,
14475,season,6,(verb),temper,mollify,weaken (generic term),,,,
14476,seat,11,(noun),place,space (generic term),,,,,
14477,seat,11,(noun),buttocks,nates,arse,butt,backside,bum,
14478,seat,11,(noun),furniture (generic term),piece of furniture (generic term),article of furniture (generic term),,,,
14479,seat,11,(noun),support (generic term),,,,,,
14480,seat,11,(noun),center (generic term),centre (generic term),middle (generic term),heart (generic term),eye (generic term),,
14481,seat,11,(noun),cloth covering (generic term),,,,,,
14482,seat,11,(verb),sit,sit down,put (generic term),set (generic term),place (generic term),pose (generic term),
14483,seat,11,(verb),accommodate (generic term),hold (generic term),admit (generic term),,,,
14484,seat,11,(verb),induct,invest,install (generic term),,,,
14485,seat,11,(verb),supply (generic term),provide (generic term),render (generic term),furnish (generic term),,,
14486,seat,11,(verb),supply (generic term),provide (generic term),render (generic term),furnish (generic term),,,
14487,second,17,(adj),2nd,2d,ordinal (similar term),,,,
14488,second,17,(adj),intermediate (similar term),,,,,,
14489,second,17,(adj),first (antonym),,,,,,
14490,second,17,(adj),forward (similar term),,,,,,
14491,second,17,(noun),sec,s,time unit (generic term),unit of time (generic term),,,
14492,second,17,(noun),moment,minute,bit,time (generic term),,,
14493,second,17,(noun),second base,position (generic term),,,,,
14494,second,17,(noun),moment,minute,instant,point (generic term),point in time (generic term),,
14495,second,17,(noun),rank (generic term),,,,,,
14496,second,17,(noun),arcsecond,angular unit (generic term),,,,,
14497,second,17,(noun),attendant (generic term),attender (generic term),tender (generic term),,,,
14498,second,17,(noun),secondment,endorsement,indorsement,agreement (generic term),,,
14499,second,17,(noun),second gear,gear (generic term),gear mechanism (generic term),,,,
14500,second,17,(noun),irregular,merchandise (generic term),ware (generic term),product (generic term),,,
14501,second,17,(verb),back,endorse,indorse,support (generic term),back up (generic term),,
14502,second,17,(verb),transfer (generic term),reassign (generic term),,,,,
14503,second,17,(adv),secondly,,,,,,
14504,secret,14,(adj),concealed (similar term),,,,,,
14505,secret,14,(adj),clandestine,cloak-and-dagger,hole-and-corner,hugger-mugger,hush-hush,surreptitious,
14506,secret,14,(adj),unavowed,unacknowledged (similar term),,,,,
14507,secret,14,(adj),covert (similar term),,,,,,
14508,secret,14,(adj),private,inward (similar term),,,,,
14509,secret,14,(adj),hidden,concealed (similar term),,,,,
14510,secret,14,(adj),privy,secluded,private (similar term),,,,
14511,secret,14,(adj),confidential,private (similar term),,,,,
14512,secret,14,(adj),covert (similar term),,,,,,
14513,secret,14,(adj),mysterious,mystic,mystical,occult,orphic,esoteric (similar term),
14514,secret,14,(adj),classified (similar term),,,,,,
14515,secret,14,(noun),information (generic term),info (generic term),,,,,
14516,secret,14,(noun),arcanum,information (generic term),info (generic term),,,,
